RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Surname,Geography,Gender,HasCrCard,IsActiveMember,y
3857,679,32,0,88335.05,1,159584.81,Ermakova,Germany,Female,0,0,1
860,598,64,1,0.0,2,195635.3,Landry,France,Male,1,0,0
8171,599,61,1,124737.96,1,90389.61,Y?an,Germany,Male,0,1,0
7592,794,30,1,154970.54,1,156768.45,Lung,Spain,Female,0,1,1
8098,626,52,0,0.0,2,32159.46,Ferguson,France,Female,1,0,0
7321,850,31,1,130089.56,2,4466.21,Shih,Germany,Female,1,1,1
8564,578,45,1,148600.91,1,143397.14,Leach,France,Male,1,0,0
4740,607,32,6,0.0,2,196062.01,He,France,Female,0,0,1
8595,722,37,9,0.0,2,31921.95,Palerma,Spain,Male,1,0,1
4463,635,32,8,0.0,2,19367.98,Nicholls,Spain,Female,1,1,0
5529,645,32,4,0.0,2,97628.08,Fu,France,Male,0,1,1
1365,850,39,3,124548.99,2,120380.12,Degtyarev,Germany,Male,1,1,1
1780,703,36,2,0.0,2,108790.95,K'ung,France,Male,1,0,1
9222,655,37,4,108862.76,1,79555.08,Chienezie,Germany,Female,1,0,0
4786,510,22,3,156834.34,1,44374.44,Swift,France,Female,0,0,1
6335,608,35,6,0.0,2,143463.28,Findlay,Spain,Female,1,1,1
1819,633,32,5,163340.12,2,74415.2,Huang,Spain,Male,1,1,1
7800,660,46,5,109019.65,2,33680.56,McMinn,Germany,Male,1,1,1
4938,577,36,3,121092.47,2,143783.46,Philip,France,Male,0,1,1
2705,718,27,2,0.0,2,26229.24,Mazzanti,France,Male,0,0,1
5286,386,53,1,131955.07,1,62514.65,Pike,Spain,Female,1,1,0
176,484,35,7,133868.21,1,27286.1,Fu,Spain,Female,1,1,1
7482,626,34,7,113014.7,2,56646.28,Collier,France,Male,1,1,1
2094,555,55,4,146798.81,1,74149.77,Martin,France,Male,1,1,1
8751,655,32,2,0.0,1,71047.51,Zikoranachidimma,France,Female,1,1,1
3492,570,35,6,85668.59,1,105525.36,Fraser,Germany,Male,1,0,1
1921,591,31,7,0.0,2,48778.46,McKenzie,France,Female,0,1,1
83,543,36,3,0.0,2,26019.59,Mills,France,Female,0,0,1
817,696,29,8,0.0,2,191166.09,Hughes,France,Male,1,0,1
8602,640,45,8,120591.19,1,195123.94,Chung,Germany,Male,0,0,1
7355,733,30,1,102452.71,1,21556.95,Hardy,Germany,Female,1,0,1
4397,721,68,4,136525.99,1,175399.14,Martin,Germany,Male,0,0,1
9182,672,47,1,0.0,1,91574.92,Wheeler,France,Male,0,0,1
5569,693,38,7,198338.77,2,14278.18,Biryukov,France,Male,1,1,1
284,807,42,7,118274.71,1,25885.72,Ch'ien,France,Male,1,1,1
4121,666,21,1,121827.43,2,99818.31,Shen,Germany,Female,1,1,1
7481,490,40,6,156111.08,1,190889.13,Golubeva,Spain,Male,0,0,1
610,698,51,2,111018.98,1,86410.28,Duncan,Germany,Female,1,0,1
2916,489,52,1,131441.51,1,37240.11,Milanesi,Germany,Female,1,0,0
1814,829,38,9,0.0,2,30529.88,Fallaci,France,Male,1,0,1
1272,723,42,2,99095.73,1,17512.53,Ahmed,France,Male,1,1,1
5925,738,39,1,94435.45,2,189430.86,Riley,France,Female,0,1,1
9596,597,61,5,0.0,2,81299.17,Mao,France,Male,1,1,1
2995,625,39,3,130786.92,1,121316.07,Matveyeva,France,Female,0,1,1
7110,670,39,8,101928.51,1,89205.54,Sims,France,Female,0,0,1
8614,684,26,2,114035.39,1,96885.19,Tsao,Germany,Female,0,0,1
7357,493,37,8,142987.46,2,158840.99,Knight,France,Female,1,0,1
2643,637,22,5,98800.0,1,122865.55,Kaodilinakachukwu,Spain,Female,1,0,1
6554,638,50,1,102645.48,1,168359.98,Lu,Germany,Male,1,0,0
4509,599,41,1,0.0,2,96069.82,Chiagoziem,France,Female,1,0,1
2306,582,29,0,0.0,1,142516.35,Clements,France,Male,1,0,1
6503,611,40,2,125879.29,1,93203.43,Fairley,France,Female,1,0,1
6261,666,32,10,112536.57,2,34350.54,Chen,France,Female,1,1,1
4196,626,47,2,103108.8,1,166475.44,Sanders,Germany,Female,0,1,0
5563,620,42,9,121490.05,1,29296.74,Liao,Spain,Male,1,1,1
4841,411,35,2,0.0,2,93825.78,McGregor,France,Female,1,1,1
4656,622,39,9,0.0,2,100862.36,Chinomso,Spain,Male,0,1,1
8148,642,39,8,128264.03,1,61792.76,Chien,Germany,Female,1,0,0
4169,516,37,8,0.0,1,101834.58,Chambers,France,Male,1,0,1
3850,646,32,1,0.0,2,183289.22,Robinson,Spain,Male,1,0,1
9848,603,34,9,0.0,2,167916.35,Root,France,Female,1,0,1
8402,535,58,1,0.0,2,11779.98,Uspenskaya,Spain,Male,1,1,0
5254,655,27,9,0.0,2,108008.05,Schwartz,Spain,Female,0,0,1
7885,638,36,6,188455.19,1,47031.4,Foran,France,Male,0,0,0
5534,553,44,4,0.0,1,10789.3,Mitchell,Spain,Male,1,0,1
2415,556,52,9,0.0,1,175149.2,Niu,France,Female,1,0,0
3555,658,36,1,0.0,2,84927.42,Storey,Spain,Male,0,1,1
4692,622,37,4,0.0,2,4459.5,Madukwe,Spain,Male,1,0,1
4499,570,30,2,131406.56,1,47952.45,Boucaut,France,Male,1,1,1
2196,798,58,9,0.0,2,119071.56,Norman,Spain,Female,0,0,0
5046,755,29,3,0.0,3,4733.94,Tsai,France,Female,1,0,1
2601,680,24,10,0.0,3,154971.63,Randall,France,Female,1,0,0
1519,710,36,8,0.0,2,83206.19,Duncan,Spain,Female,0,0,1
4765,696,36,3,0.0,3,65039.9,Ts'ui,Spain,Female,1,0,1
4315,638,34,5,133501.36,1,155643.04,Greco,France,Male,0,1,1
3367,640,74,2,116800.25,1,34130.43,Tuan,Germany,Female,1,1,1
6066,691,37,7,123067.63,1,98162.44,Smith,Germany,Female,1,1,0
6583,525,60,7,0.0,2,168034.9,Mason,Spain,Female,0,1,1
2634,576,41,1,0.0,1,188274.6,Sal,France,Male,1,1,1
7338,676,34,8,82909.14,1,91817.38,Harding,France,Female,1,0,0
5634,821,28,2,0.0,2,46072.52,Lo,France,Male,1,0,1
9169,681,43,8,154100.3,1,114659.81,Chen,France,Female,0,0,1
8790,493,36,2,0.0,2,99770.3,Wallace,France,Female,0,1,1
2435,774,52,2,56580.93,1,113266.28,Browne,France,Female,1,0,0
8278,624,40,3,149961.99,2,104610.86,Wenz,Germany,Female,1,0,1
6759,693,28,1,145118.83,1,77742.38,Angelo,Spain,Male,0,1,1
6612,568,27,5,126815.97,2,118648.12,Estrada,Spain,Male,0,1,1
4521,652,46,10,121063.8,3,151481.86,Korovina,Germany,Male,1,0,0
5588,730,37,1,0.0,2,124364.63,Anderson,France,Female,1,1,1
3546,468,32,8,137649.47,1,198714.29,Wyatt,France,Female,0,0,1
5966,724,30,9,142475.87,1,107848.24,Mancini,France,Female,1,1,1
5993,758,32,2,84378.9,1,75396.43,Capon,France,Female,1,1,1
8806,850,39,8,0.0,2,37090.44,Norton,Spain,Male,1,1,1
5532,705,31,3,119794.67,1,182528.44,Miller,France,Female,0,0,1
5445,698,33,5,135658.73,2,39755.0,Ridley,France,Male,0,1,1
518,779,37,7,120092.52,2,135925.72,Schneider,Germany,Male,1,0,1
6111,593,31,9,0.0,2,20492.16,Grant,France,Male,0,1,1
6865,593,48,3,133903.12,2,85902.39,DeRose,Germany,Female,1,1,0
7961,673,37,4,0.0,2,163563.07,Napolitano,France,Male,0,0,1
1416,799,28,7,167658.33,2,111138.25,Evans,Germany,Male,1,1,1
4665,697,23,10,0.0,2,79734.23,Davis,France,Female,1,1,1
4457,544,40,8,0.0,2,61581.2,Abel,France,Male,1,0,1
2762,646,50,6,145295.31,2,27814.74,Gallagher,Germany,Male,1,1,1
4856,490,33,5,96341.0,2,108313.34,Barry,Germany,Male,0,0,1
128,625,56,0,148507.24,1,46824.08,Piccio,Germany,Male,1,0,0
3475,720,33,6,97188.62,1,91881.29,Wallace,Spain,Male,0,0,1
7970,637,49,2,108204.52,1,169037.84,De Bernales,Germany,Male,1,0,0
4311,784,38,5,136712.91,1,169920.92,Onyemere,France,Male,0,1,1
2439,628,61,1,97361.66,1,149922.38,Lei,Germany,Female,1,1,0
3766,841,27,8,0.0,1,171922.72,Parsons,France,Male,1,0,1
6877,591,42,10,0.0,2,171099.22,Challis,France,Female,0,0,1
5897,744,30,1,128065.12,1,121525.48,O'Donnell,Spain,Male,1,0,1
5841,616,71,4,0.0,2,173599.38,Lu,Spain,Male,1,1,1
8843,614,27,9,106414.57,2,77500.81,Fenton,France,Female,0,0,1
9771,520,49,5,121197.64,1,72577.33,Moffitt,France,Male,1,0,0
1474,552,36,8,0.0,2,132547.02,Aleksandrova,France,Male,0,0,1
4822,511,33,3,0.0,2,132436.71,Thao,France,Female,1,0,1
6916,658,31,2,77082.65,2,13482.28,H?,Germany,Male,0,0,1
3561,817,44,8,0.0,1,65501.91,Evans,France,Male,0,0,0
3952,807,47,9,167664.83,1,125440.11,Akabueze,France,Female,0,0,0
50,776,37,2,103769.22,2,194099.12,Buccho,Germany,Female,1,0,1
5438,543,30,6,73481.05,1,176692.65,Gonzalez,Germany,Male,1,1,1
9898,678,61,8,0.0,2,159938.82,Ho,Spain,Female,1,1,1
888,585,42,2,0.0,2,18657.77,Hung,France,Male,1,1,1
2617,762,35,9,122929.42,2,149822.04,Gregory,Spain,Male,0,0,1
517,468,56,10,0.0,3,62256.87,Vassiliev,France,Female,0,1,0
3169,675,49,0,0.0,1,80496.71,Horrocks,France,Female,1,1,0
2950,519,39,4,111900.14,1,97577.17,Newsom,Spain,Male,1,1,1
1425,603,42,8,91611.12,1,144675.3,Endrizzi,Spain,Female,0,0,0
140,579,35,1,129490.36,2,8590.83,Vasin,Spain,Female,0,1,0
1925,667,44,8,122277.87,1,91810.71,Yobachi,France,Male,1,1,1
2379,622,38,4,98640.74,1,110457.99,Wilson,France,Female,1,1,1
3198,599,36,4,0.0,2,13210.56,Giles,Spain,Male,0,0,1
5132,664,40,7,125608.72,1,122073.48,Fan,France,Male,1,0,1
113,562,42,2,100238.35,1,86797.41,Thorpe,France,Male,0,0,1
4560,528,62,7,133201.17,1,168507.68,Quinn,Germany,Female,0,0,0
4596,743,65,2,131935.51,1,96399.67,Rogers,Germany,Male,1,1,0
7998,465,24,6,156007.09,1,191368.37,Fiorentino,Germany,Male,1,0,1
3251,611,58,8,0.0,2,107665.68,Shipton,France,Male,0,1,0
4691,497,24,6,111769.14,2,55859.27,Palmerston,Germany,Male,1,0,1
8116,545,32,6,0.0,2,52067.37,Pugliesi,France,Female,1,1,1
7768,561,49,1,102025.32,1,133051.64,Ellis,Germany,Female,1,0,0
4547,662,37,5,0.0,2,151871.84,Lo,France,Female,1,0,1
7085,805,56,6,151802.29,1,46791.09,Okwudiliolisa,Germany,Male,1,0,0
3278,790,41,2,126619.27,1,198224.38,Yu,France,Female,1,0,1
7543,507,34,4,0.0,2,60688.38,Wang,Spain,Female,1,1,1
6594,655,30,1,83173.98,2,184259.6,Pan,Germany,Female,1,1,1
4069,631,23,3,0.0,2,13813.24,Rios,Spain,Male,1,0,1
4409,687,34,7,129895.19,1,28698.17,Fiorentini,France,Male,0,1,1
8645,716,29,8,0.0,2,78616.92,Liang,Spain,Female,0,0,1
8589,712,29,7,77919.78,1,122547.58,Mironova,Spain,Female,1,0,1
7385,634,41,7,0.0,2,131284.93,Rowe,France,Female,1,1,1
3223,524,30,1,0.0,2,126812.85,Cartwright,France,Male,1,0,1
8211,703,31,6,0.0,2,67667.19,Chukwubuikem,Spain,Male,1,1,1
452,850,40,9,0.0,2,119232.33,Uchechukwu,France,Male,0,1,1
3732,554,51,7,105701.91,1,179797.79,Graham,Germany,Female,0,1,0
8954,711,42,3,177626.77,3,16392.72,Giordano,Spain,Male,0,1,0
4987,684,36,4,0.0,1,117038.96,Iroawuchi,Spain,Female,1,0,1
3664,724,31,5,0.0,1,134889.95,Wong,France,Male,1,0,0
2764,706,47,6,120621.89,1,140803.7,Potter,Germany,Female,1,1,1
659,544,64,9,113829.45,1,124341.49,Fleming,France,Male,1,1,1
7679,645,31,7,161171.7,2,12599.94,Meng,France,Male,1,0,0
7677,457,33,7,127837.54,1,60013.17,Ireland,France,Female,0,1,1
4621,680,33,2,108393.35,1,39057.67,Meng,France,Male,0,1,1
1000,759,38,1,104091.29,1,91561.91,Hansen,France,Female,0,0,1
390,544,21,10,161525.96,2,9262.77,Ikemefuna,France,Female,1,0,1
3408,632,40,3,193354.86,2,149188.41,Bogdanov,France,Male,1,0,1
1477,756,26,5,101641.14,2,154460.68,McNeil,France,Female,0,1,1
2241,785,33,6,127211.45,1,191961.83,Mazzi,Germany,Female,0,0,1
2387,541,46,4,124547.13,2,94499.06,Wei,France,Male,1,0,1
9140,597,29,5,0.0,2,174825.57,Yobanna,France,Female,1,1,1
993,752,42,3,65046.08,2,140139.28,Hawkins,Germany,Female,0,1,1
4998,722,43,1,0.0,1,44560.17,Trevisan,Spain,Male,1,0,0
3923,539,39,3,139153.68,2,147662.33,Lockyer,France,Male,1,0,1
2973,641,42,9,132657.55,1,35367.19,Wright,Spain,Male,1,0,1
3387,766,41,6,99208.46,2,62402.38,Fiorentini,Spain,Male,1,0,1
7886,792,42,0,99045.93,2,47160.01,Jones,France,Female,1,0,1
8813,652,26,3,137998.2,2,168989.77,Rubeo,France,Male,0,1,1
4770,559,31,1,139183.06,1,143360.56,Kovaleva,Spain,Female,0,1,1
1294,641,30,2,87505.47,2,7278.57,Griffin,France,Male,0,1,1
1825,798,37,4,111723.08,1,83478.12,Parker,France,Female,1,1,1
2874,667,36,1,114391.62,1,53412.54,Marshall,Germany,Female,1,1,1
4174,712,29,3,102540.61,1,189680.79,Ni,France,Male,1,1,1
2536,651,40,1,134760.21,2,174434.06,Hao,Germany,Male,0,0,0
9133,635,33,5,0.0,2,122949.71,Tu,France,Female,1,0,1
1908,620,67,3,0.0,2,43486.73,O'Toole,France,Female,1,1,1
43,556,61,2,117419.35,1,94153.83,Osborne,France,Female,1,1,1
9492,649,35,4,108306.44,1,192486.24,White,France,Female,1,1,1
369,636,34,2,40105.51,2,53512.16,Blair,Germany,Male,0,1,1
1152,826,29,4,129938.07,1,190200.53,Samuel,Spain,Female,0,1,1
7753,490,38,3,97266.1,1,92797.23,Sung,Spain,Female,1,1,1
6359,652,32,2,0.0,2,54628.11,Lucchesi,France,Female,1,0,1
5913,658,38,6,102895.1,1,155665.76,White,France,Female,0,0,1
6508,742,32,6,160485.16,1,29023.03,Ramsey,France,Male,1,0,1
7526,580,35,9,121355.19,1,35671.45,Watson,Germany,Male,0,1,1
4161,627,37,7,147361.57,1,133031.96,Udinesi,Germany,Female,1,1,1
4288,714,53,1,99141.86,1,72496.05,Chin,Germany,Male,1,1,0
7776,628,40,10,0.0,2,103832.58,Hobler,Spain,Male,1,0,1
6715,825,36,3,146053.66,1,138344.7,Nwankwo,France,Female,1,1,1
175,512,40,5,0.0,2,146457.83,Rowe,France,Male,1,1,1
1904,752,36,2,0.0,2,45570.84,Smeaton,Spain,Male,1,1,1
1100,494,38,7,0.0,2,6203.66,Sung,Spain,Male,1,1,1
8115,492,49,2,151249.45,2,167237.94,Costa,Germany,Female,1,1,1
3409,832,40,9,107648.94,2,134638.97,She,Germany,Female,1,1,1
1539,607,36,4,98266.3,1,46416.36,Jamieson,Spain,Female,1,1,1
2293,677,27,2,0.0,2,20092.89,Chidiegwu,France,Male,1,1,1
9301,701,41,9,164046.1,1,49405.93,Davies,Germany,Male,1,0,1
1364,775,30,4,0.0,2,57461.13,T'ang,Spain,Male,0,1,1
7189,708,34,4,0.0,1,62868.33,Mason,France,Female,1,1,1
6628,558,41,6,0.0,1,143585.29,Eluemuno,France,Female,1,1,0
5261,704,35,3,154206.07,2,40261.49,Ozuluonye,Germany,Female,1,1,1
6816,606,36,0,94153.56,1,120138.27,Patterson,Spain,Male,0,1,1
9462,697,40,4,0.0,2,26543.28,Hung,France,Male,0,1,1
681,482,55,5,97318.25,1,78416.14,Nucci,France,Male,0,1,1
9316,694,42,8,133767.19,1,36405.21,Chan,France,Male,1,0,1
9299,742,27,5,190125.43,2,21793.59,Williamson,Germany,Male,0,0,1
3665,751,37,0,151218.98,1,109309.29,Nevzorova,Germany,Female,1,1,1
1662,690,32,0,106683.52,2,137916.49,Mazzanti,Germany,Male,1,1,1
509,733,22,5,0.0,2,117202.19,Okechukwu,France,Male,1,1,1
167,704,24,7,113034.22,1,162503.48,Taubman,Germany,Female,1,0,0
5498,774,36,8,117152.3,1,101828.39,Baresi,Spain,Female,0,0,1
8300,598,50,5,88379.81,3,64157.24,Reilly,Germany,Female,0,1,0
1007,561,33,6,0.0,2,45261.47,Johnson,Spain,Female,1,0,1
9740,677,25,3,0.0,2,179608.96,Sopuluchukwu,France,Female,1,0,1
1915,746,31,2,113836.27,1,174815.54,Streeter,Spain,Male,1,1,1
3495,681,37,7,69609.85,1,72127.83,Lacross,France,Female,1,1,1
9634,669,31,6,113000.66,1,40467.82,K?,France,Female,1,0,1
9751,708,51,8,70754.18,1,92920.04,Stewart,France,Female,1,1,0
6445,693,37,6,95900.04,1,38196.24,Trevisano,Germany,Female,1,1,1
4991,659,33,8,115409.6,1,1539.21,Robson,Spain,Female,0,1,1
2537,691,58,3,0.0,1,194930.3,Hammer,France,Male,0,1,0
1105,589,28,7,0.0,2,151645.96,Onochie,France,Male,1,0,1
3876,704,37,9,155619.58,1,135088.58,Pisano,Spain,Female,1,1,1
7524,814,72,2,0.0,2,130853.03,Rubin,Spain,Female,0,1,1
1753,744,41,2,84113.41,1,197548.63,Swearingen,Germany,Female,1,0,1
5311,622,42,9,115766.26,1,72155.85,Tai,Germany,Male,0,0,0
7297,663,37,8,155303.71,1,118716.63,Garland,Germany,Female,1,0,1
2917,651,56,2,0.0,1,114522.68,Chikwado,France,Male,1,0,0
8975,706,43,1,0.0,2,31962.77,Ulyanova,Spain,Female,1,0,1
5755,714,45,9,106431.97,2,164117.69,Marsden,Germany,Female,1,1,1
153,716,42,8,0.0,2,180800.42,Metcalfe,Spain,Male,1,0,1
7691,569,31,1,115406.97,1,145528.22,Thompson,Spain,Male,0,0,1
5680,778,33,4,111063.73,2,83556.65,Davydova,Germany,Female,1,0,1
3908,603,46,4,98899.76,2,86190.34,Belonwu,Germany,Male,1,1,1
9136,727,49,7,96296.78,1,190457.87,Chao,Spain,Female,1,0,0
2553,599,46,7,81742.84,2,83282.21,Moran,Spain,Female,1,0,1
2774,559,29,1,0.0,2,155639.76,Onwumelu,France,Male,0,0,1
6099,570,57,5,86568.75,1,103660.31,Wallace,Germany,Female,0,1,1
3552,604,31,6,134837.58,1,192029.19,Blackwood,France,Male,1,0,1
3723,619,25,4,0.0,1,145524.36,Bruno,France,Male,1,0,1
9871,607,40,1,112544.45,1,19842.22,Corby,Spain,Male,1,1,1
521,850,35,1,211774.31,1,188574.12,Macartney,France,Female,1,0,0
8034,850,36,6,0.0,2,41291.05,Steele,Spain,Male,0,1,1
4539,710,33,1,0.0,2,168313.17,Anayolisa,Spain,Male,1,0,1
6779,679,50,6,132598.38,2,184017.98,Hackett,Germany,Female,1,1,1
1823,850,31,4,91292.7,1,162149.07,Theus,Spain,Female,1,1,1
4087,759,31,4,98899.91,1,47832.82,Ifeatu,Germany,Male,1,1,1
6149,611,30,9,88594.14,1,196332.45,Udobata,France,Female,1,0,1
8743,693,45,4,0.0,2,26589.56,Brown,Spain,Female,1,1,1
9473,775,74,0,161371.5,1,134869.93,Murphy,Germany,Female,1,1,1
7742,441,60,1,140614.15,1,174381.23,Wei,France,Male,0,1,1
310,438,31,8,78398.69,1,44937.01,Doyle,Germany,Male,1,0,1
7721,693,68,2,0.0,2,59864.96,Tu,France,Male,1,1,1
8223,604,25,7,165413.43,1,35279.74,Ch'ang,Germany,Male,1,1,1
8657,660,31,1,84560.04,1,137784.25,Johnston,Spain,Male,1,1,1
3600,613,41,7,0.0,2,60297.72,Madukwe,France,Male,1,0,1
3623,592,55,8,85845.43,2,128918.42,Mazzanti,Spain,Male,1,1,1
3812,756,42,9,0.0,2,35673.42,Tomlinson,France,Female,1,0,1
3451,513,40,3,141004.46,1,105028.46,Chikelu,France,Male,1,0,1
4592,711,32,1,0.0,2,126188.42,Goliwe,France,Female,1,0,1
206,550,37,3,0.0,1,179670.31,Ku,France,Male,1,1,1
9841,576,26,8,0.0,2,34101.06,Maclean,Spain,Male,0,1,1
1136,733,31,6,157791.07,2,177994.81,Medvedeva,Germany,Male,0,0,1
9385,771,57,4,0.0,1,85876.67,Otutodilichukwu,France,Female,0,0,0
2750,599,25,6,120383.41,1,24903.09,Buccho,France,Male,1,1,1
3614,664,25,6,172812.72,2,108008.65,Nnanna,Germany,Male,1,1,1
306,667,31,1,119266.69,1,28257.63,Onwuatuegwu,France,Male,1,1,1
1850,581,29,8,0.0,2,46735.19,Komar,Spain,Female,1,0,1
7670,631,38,7,0.0,2,181605.85,Sochima,Spain,Male,1,0,1
1989,563,46,8,106171.68,1,163145.5,Angelo,Spain,Female,1,0,0
3241,580,50,0,125647.36,1,57541.08,Martin,France,Male,1,0,0
2799,579,28,6,150329.15,1,145558.42,Macdonald,Germany,Male,1,0,1
4516,726,30,8,134152.29,1,147822.44,Boni,Spain,Male,1,1,1
5631,621,37,9,83061.26,2,9170.54,Logan,Spain,Female,1,0,1
9373,677,30,1,78133.15,1,174225.88,Iadanza,France,Male,0,1,1
3110,850,47,10,134381.52,1,26812.89,Law,Germany,Female,0,0,0
4940,616,37,5,144235.73,2,154957.66,Rene,France,Male,0,0,0
4060,676,37,10,106242.67,1,166678.28,Fanucci,France,Male,1,1,1
1988,738,54,4,0.0,1,55725.04,Yamamoto,France,Male,0,1,0
7158,558,32,10,105000.23,1,190019.61,Pirogova,France,Male,1,0,1
8875,582,50,6,96486.57,2,20344.02,McMillan,Germany,Female,1,1,1
6614,524,28,7,0.0,2,147100.72,Kennedy,France,Female,0,1,1
384,709,28,8,124695.72,2,145251.35,Boyd,Germany,Male,1,0,1
5635,754,38,2,0.0,2,3524.69,Simmons,France,Female,0,0,1
4308,770,46,9,190678.02,1,14725.36,Schnaars,Spain,Male,1,1,1
3389,599,25,7,108380.72,1,79005.95,Marchesi,Germany,Male,1,1,1
3157,692,41,8,130701.29,1,59354.24,Sung,Germany,Female,1,0,0
9996,771,39,5,0.0,2,96270.64,Obijiaku,France,Male,1,0,1
2728,754,57,2,101134.87,2,70954.41,Shen,Germany,Male,1,1,1
6334,634,34,8,105302.66,1,123164.97,McLean,France,Male,1,1,1
9900,660,28,3,128929.88,1,198069.71,Gordon,Spain,Female,1,1,1
8752,575,30,8,0.0,2,185341.63,Boag,Spain,Female,1,0,1
8303,850,39,2,0.0,2,179451.42,Kerr,France,Female,1,0,1
6038,711,32,5,0.0,2,147720.27,Beatham,Spain,Male,1,1,1
3833,555,35,1,0.0,2,101667.0,Kang,Spain,Female,1,0,1
8918,642,62,7,0.0,2,61120.75,Powell,France,Male,1,1,1
4777,767,37,7,0.0,2,24734.25,Aksyonova,Spain,Male,1,1,1
4277,670,32,4,102954.68,2,134942.45,Maslova,Germany,Female,0,1,1
254,544,37,2,79731.91,1,57558.95,Ku,Germany,Male,1,1,1
7896,668,43,10,113034.31,1,100423.88,Halpern,Spain,Male,1,1,1
9591,772,34,7,111565.91,1,121073.23,Ts'ai,Germany,Male,1,1,1
7289,571,30,4,85755.86,1,145115.95,Voronkov,France,Female,1,0,1
279,646,35,6,84026.86,1,164255.69,Allen,France,Male,0,1,1
3253,641,31,10,155978.17,1,91510.71,Rivas,France,Male,1,0,1
2481,638,37,2,89728.86,2,37294.88,Allen,Germany,Male,1,1,1
290,588,34,10,0.0,2,79078.91,Nnachetam,Spain,Male,1,0,1
6087,535,37,3,175534.78,2,9241.52,Clark,Spain,Male,1,1,1
3076,556,35,10,0.0,2,192751.18,De Luca,France,Male,1,1,1
8124,711,33,1,0.0,1,41590.4,Su,France,Male,0,0,1
7599,430,60,7,73937.02,1,161937.62,Schnaars,France,Female,1,0,0
6404,850,55,0,98710.89,1,83617.17,Sung,Germany,Male,1,1,0
5090,688,45,9,103399.87,1,129870.93,Yeh,Germany,Male,0,0,1
7284,667,31,3,99513.91,1,189657.26,Shao,France,Male,1,1,1
9718,757,30,3,145396.49,1,198341.15,Ogg,Spain,Male,0,1,1
8403,549,36,6,139422.37,1,83983.39,Coombes,Germany,Male,0,0,0
6122,679,48,8,0.0,2,23344.94,Hollis,France,Male,1,0,1
7755,563,42,6,99056.22,2,154347.95,Hs?eh,Spain,Female,1,0,0
271,650,41,9,0.0,2,191599.67,Dulhunty,Spain,Male,0,1,1
6010,525,33,5,0.0,2,161002.29,Okwudilichukwu,Spain,Male,1,0,1
4571,789,43,9,116644.29,2,60176.1,Sharp,Germany,Female,1,1,1
9117,562,62,3,0.0,2,105986.01,Schatz,France,Male,1,0,1
9804,673,31,1,108345.22,1,38802.03,Nicholls,France,Male,0,1,1
2972,681,30,2,111093.01,1,68985.99,Bruce,Spain,Male,1,0,1
6194,689,28,2,64808.32,2,78591.15,Teng,Germany,Female,0,0,1
8769,761,62,5,98854.34,1,86920.97,Christie,Germany,Male,0,0,0
4208,656,37,7,112291.34,1,153157.97,Marchesi,France,Male,1,0,1
3219,663,36,10,0.0,2,136349.55,Joslin,France,Male,1,0,1
1392,775,38,4,125212.65,2,15795.88,Simpson,Germany,Female,1,1,0
3976,535,49,3,0.0,1,61820.41,Fiorentini,France,Female,0,0,0
4317,850,44,7,89118.26,1,104240.77,P'eng,Spain,Male,1,0,0
7960,556,40,8,0.0,2,62112.7,Nicholas,France,Female,1,0,1
7345,762,28,2,0.0,2,167909.52,Shubin,France,Male,1,0,1
7449,691,36,7,129934.64,1,75664.56,Genovese,Spain,Male,0,0,0
84,506,34,4,90307.62,1,159235.29,Onyeorulu,France,Female,1,1,1
874,561,28,7,0.0,2,7797.01,Stanley,France,Male,1,0,1
9606,736,29,9,0.0,2,176152.7,Phillips,France,Female,0,0,1
7636,516,29,2,104982.57,1,157378.5,Azarov,France,Female,1,0,1
4558,658,37,3,168735.74,2,70370.24,Brewer,Germany,Male,0,0,1
4501,771,32,9,77487.2,1,33143.04,Ifeatu,Germany,Male,0,0,1
4648,781,28,4,0.0,2,177703.15,Bates,France,Female,1,0,1
2039,621,47,0,0.0,1,133831.37,Onwuamaeze,France,Male,1,1,0
9695,581,25,5,77886.53,2,150319.49,Lascelles,France,Male,1,0,1
6910,666,43,5,0.0,2,29346.1,Knight,Spain,Male,1,0,1
2451,589,46,10,107238.85,2,37024.28,Brennan,France,Female,1,0,1
3955,729,34,9,132121.71,1,105409.31,Beneventi,France,Female,0,1,1
2330,850,35,3,162442.35,1,183566.78,Thompson,France,Male,1,0,1
9125,608,37,5,146093.39,2,160593.41,Gibson,France,Male,0,0,1
7045,678,26,3,0.0,2,4989.33,Leworthy,France,Male,1,0,1
5043,850,33,3,0.0,2,11159.19,Findlay,France,Female,1,1,1
9365,607,49,9,119960.29,2,103068.22,Ferrari,France,Female,1,0,1
4747,757,32,9,0.0,2,115950.96,Sal,France,Male,1,0,1
9368,629,40,9,137409.19,1,175877.7,Warner,France,Female,1,0,0
9403,810,69,3,27288.43,1,110509.9,Tretiakova,Germany,Male,1,1,1
6492,687,30,6,0.0,2,179206.92,Elewechi,France,Female,0,0,1
6638,850,36,3,0.0,2,195033.07,Kenenna,France,Male,1,0,1
7226,781,35,7,92526.15,2,173837.54,Humphreys,Germany,Male,1,1,1
2402,630,30,3,0.0,2,10486.69,Yao,Spain,Male,0,1,1
5521,570,61,6,142105.35,1,45214.04,Walker,France,Female,1,1,1
